1992	7.62E-2
1993	10.08E-2
1994	1.32E-2
1995	37.58E-2
1996	22.96E-2
1997	33.36E-2
1998	28.58E-2
1999	21.04E-2
2000	-9.10E-2
2001	-11.89E-2
2002	-22.10E-2
2003	28.68E-2
2004	10.88E-2
2005	4.91E-2
2006	15.79E-2
2007	5.49E-2
2008	-37E-2
2009	26.46E-2
2010	15.06E-2
2011	2.11E-2
2012	16E-2
2013	32.39E-2
2014	13.69E-2
2015	1.38E-2
2016	11.96E-2
2017	21.83E-2
2018	-4.38E-2
2019	31.49E-2
2020	18.40E-2
2021	28.71E-2
2022	-18.11E-2
