2022	10.80E-2
2021	3.63E-2
2020	0.07E-2
2019	8.36E-2
2018	9.84E-2
2017	7.07E-2
2016	5.33E-2
2015	10.00E-2
2014	12.72E-2
2013	11.99E-2
2012	18.25E-2
2011	16.26E-2
2010	1.45E-2
2009	-21.07E-2
2008	2.36E-2
2007	11.45E-2
2006	12.01E-2
2005	14.27E-2
2004	11.83E-2
2003	8.16E-2
2002	2.12E-2
2001	-3.26E-2
2000	-2.52E-2
1999	3.07E-2
1998	4.50E-2
1997	4.01E-2
1996	8.06E-2
1995	4.69E-2
1994	4.71E-2
1993	1.55E-2
1992	1.49E-2
1991	0.97E-2
1990	9.33E-2
1989	13.38E-2
